Generated from SelSteeringTester.iob
number of ions = 1
Bender = 920V
SEL focus = -1870V
Ypos,Zpos,Sel_x,Sel_z,IonSplatPos, IonCollectorPos
37.4, 31.8, -18.25566165382, -35.056686962489, 1.4655491867166, 1.3819632894456
37.4, 32.6, -10.260945237242, -20.035036067013, 1.0104587651946, 0.95778887230843
37.4, 33.4, -3.8589577213861, -11.105514040217, 1.2382477463131, 1.1869557682536
37.4, 34.2, 0.66274980641901, -6.1644131657667, 1.3879497683147, 1.3328767763242
37.4, 35, 3.0166262835264, -3.1080257524736, 1.4904572327837, 1.4312065925611
37.4, 35.8, 2.9151206277311, 0.16735591180623, 1.5443587865114, 1.4842924082843
37.4, 36.6, 0.070681768469512, 5.765439517796, 1.5444956456644, 1.4869316135342
37.4, 37.4, -5.8042413843796, 15.789932755753, 1.456077648378, 1.3990390096263
38.2, 33.4, -18.229836863, -14.501030238811, 0.99563679670557, 0.92719536439178
38.2, 34.2, -10.47106966842, -7.3336290260777, 1.1030806398993, 1.0165511993837
38.2, 35, -6.7920249542221, -2.3027455233969, 1.229194191053, 1.1330633788827
38.2, 35.8, -7.7518820241094, 2.9663466704078, 1.3332433731847, 1.2407210849681
38.2, 36.6, -13.90982018318, 10.848373960704, 1.469661268268, 1.3928400803836
39, 35, -22.749848822132, -0.83052724972367, 2.8692413004414
