Ypos,Zpos,Scan_min,Sel_x_min,Sel_z_min
36.25,37.0,0.5823077318349,-2.5,5.0
36.25,37.25,0.35950668182867,-2.5,10.0
36.25,37.5,0.58333642096143,-2.5,12.5
36.25,37.75,0.40191320007333,-5.0,17.5
36.25,38.0,0.49544718706555,-5.0,22.5
36.25,38.25,0.79232880859427,-5.0,30.0
36.25,38.5,0.049630364124152,-7.5,32.5
36.25,38.75,0.24141832788146,-10.0,27.5
36.5,31.5,0.39112906877701,-17.5,-30.0
36.5,31.75,0.60896058120612,-15.0,-27.5
36.5,32.0,0.27265102097592,-12.5,-25.0
36.5,32.25,0.42200348978662,-10.0,-20.0
36.5,32.5,0.46606362252076,-7.5,-15.0
36.5,32.75,0.63852227517602,-7.5,-10.0
36.5,33.0,0.19259898290191,-5.0,-7.5
36.5,33.25,0.49061139918166,-5.0,-5.0
36.5,33.5,0.42826370813272,-2.5,-2.5
36.5,33.75,0.35427918933501,-2.5,-2.5
36.5,34.0,0.47774157318568,-2.5,0.0
36.5,34.25,0.429809177731,-2.5,0.0
36.5,34.5,0.58503991757266,0.0,0.0
36.5,34.75,0.54726426294609,0.0,0.0
36.5,35.0,0.50390512473426,0.0,0.0
36.5,35.25,0.56326629827116,0.0,0.0
36.5,35.5,0.59754203962572,-2.5,0.0
36.5,35.75,0.41778995525309,-2.5,0.0
36.5,36.0,0.38621186804717,-2.5,0.0
36.5,36.25,0.58828260918139,-2.5,2.5
36.5,36.5,0.11008053021979,-2.5,2.5
36.5,36.75,0.30983612268594,-2.5,5.0
36.5,37.0,0.53073281978213,-2.5,7.5
36.5,37.25,0.35118822611255,-5.0,10.0
36.5,37.5,0.20088578365026,-5.0,15.0
36.5,37.75,0.4244548013948,-7.5,20.0
36.5,38.0,0.17445244597314,-7.5,25.0
36.5,38.25,0.43050079142744,-10.0,30.0
36.5,38.5,0.60784293499278,-10.0,32.5
36.75,31.5,0.68364804899601,-22.5,-25.0
36.75,31.75,0.60197131951322,-20.0,-27.5
36.75,32.0,0.60111084865739,-17.5,-25.0
36.75,32.25,0.71392055466189,-12.5,-20.0
36.75,32.5,0.83391152788779,-10.0,-17.5
36.75,32.75,0.3894413369543,-10.0,-12.5
36.75,33.0,0.59881390875201,-7.5,-7.5
36.75,33.25,0.62064077160512,-5.0,-5.0
36.75,33.5,0.5743603866801,-5.0,-5.0
36.75,33.75,0.42541800516933,-5.0,-2.5
36.75,34.0,0.71441982990554,-2.5,0.0
36.75,34.25,0.36342567671152,-2.5,0.0
36.75,34.5,0.088752325753591,-2.5,0.0
36.75,34.75,0.054422406290587,-2.5,0.0
36.75,35.0,0.058941444901174,-2.5,0.0
36.75,35.25,0.07635965708144,-2.5,0.0
36.75,35.5,0.14349011197264,-2.5,0.0
36.75,35.75,0.38346598454828,-2.5,0.0
36.75,36.0,0.67229465503453,-2.5,0.0
36.75,36.25,0.60116383305149,-5.0,2.5
36.75,36.5,0.7371902597519,-5.0,2.5
36.75,36.75,0.38449739187626,-5.0,5.0
36.75,37.0,0.59134466570147,-5.0,7.5
36.75,37.25,0.36513173590635,-7.5,12.5
36.75,37.5,0.46620474290767,-7.5,17.5
36.75,37.75,0.51623599051908,-10.0,22.5
36.75,38.0,0.34242999850888,-10.0,27.5
36.75,38.25,0.38780743841689,-12.5,32.5
36.75,38.5,0.12671093664587,-15.0,32.5
37.0,31.75,0.233267663695,-22.5,-27.5
37.0,32.0,0.423279850314,-20.0,-27.5
37.0,32.25,0.10613639506592,-17.5,-22.5
37.0,32.5,0.26533295049293,-15.0,-17.5
37.0,32.75,0.45438948074556,-12.5,-12.5
37.0,33.0,0.097955725177827,-10.0,-10.0
37.0,33.25,0.5825165840646,-7.5,-7.5
37.0,33.5,0.35192126078579,-7.5,-5.0
37.0,33.75,0.59442432981926,-7.5,-2.5
37.0,34.0,0.52787962760754,-5.0,-2.5
37.0,34.25,0.28764681590054,-5.0,0.0
37.0,34.5,0.27161067779762,-5.0,0.0
37.0,34.75,0.33586307411325,-5.0,0.0
37.0,35.0,0.42984655108397,-5.0,0.0
37.0,35.25,0.41674191435578,-5.0,0.0
37.0,35.5,0.4834745152706,-5.0,0.0
37.0,35.75,0.59972404714226,-5.0,2.5
37.0,36.0,0.23338839237904,-5.0,2.5
37.0,36.25,0.48671911810755,-5.0,2.5
37.0,36.5,0.54292986053997,-5.0,5.0
37.0,36.75,0.20495828254623,-7.5,7.5
37.0,37.0,0.31960504627961,-7.5,10.0
37.0,37.25,0.49103019149494,-10.0,15.0
37.0,37.5,0.64676284463268,-10.0,20.0
37.0,37.75,0.36118987290926,-12.5,25.0
37.0,38.0,0.46069953845394,-15.0,30.0
37.0,38.25,0.46488967321982,-17.5,32.5
37.25,31.75,0.59366837538877,-27.5,-25.0
37.25,32.0,0.48814227669197,-25.0,-27.5
37.25,32.25,0.62581493471579,-22.5,-22.5
37.25,32.5,0.57588295820806,-17.5,-20.0
37.25,32.75,0.50347486140573,-15.0,-15.0
37.25,33.0,0.65996040279968,-12.5,-10.0
37.25,33.25,0.38264122478077,-12.5,-7.5
37.25,33.5,0.12257902032861,-10.0,-5.0
37.25,33.75,0.5935894840911,-10.0,-2.5
37.25,34.0,0.36617898319067,-7.5,-2.5
37.25,34.25,0.38097102363782,-7.5,0.0
37.25,34.5,0.36394714471565,-7.5,0.0
37.25,34.75,0.45843522469182,-7.5,0.0
37.25,35.0,0.60957766227816,-7.5,0.0
37.25,35.25,0.66546918643197,-7.5,0.0
37.25,35.5,0.63221054409899,-7.5,2.5
37.25,35.75,0.24249346834067,-7.5,2.5
37.25,36.0,0.28198615260917,-7.5,2.5
37.25,36.25,0.48525749563229,-7.5,5.0
37.25,36.5,0.72916080038273,-10.0,7.5
37.25,36.75,0.49545525409483,-10.0,10.0
37.25,37.0,0.56585757527157,-10.0,12.5
37.25,37.25,0.50943014523808,-12.5,17.5
37.25,37.5,0.58870056089207,-15.0,22.5
37.25,37.75,0.64397241126083,-17.5,27.5
37.25,38.0,0.67339969126829,-17.5,32.5
37.25,38.25,0.60340612872609,-20.0,32.5
37.5,32.0,0.38333072303177,-30.0,-25.0
37.5,32.25,0.52711858343432,-27.5,-25.0
37.5,32.5,0.60266685416761,-22.5,-20.0
37.5,32.75,0.41818059776332,-20.0,-17.5
37.5,33.0,0.061394526033609,-17.5,-12.5
37.5,33.25,0.53863769338612,-15.0,-10.0
37.5,33.5,0.8042933184673,-12.5,-7.5
37.5,33.75,0.47836398784751,-12.5,-5.0
37.5,34.0,0.5073542730932,-10.0,-2.5
37.5,34.25,0.5541851473015,-10.0,0.0
37.5,34.5,0.1583302843976,-10.0,0.0
37.5,34.75,0.33529166433926,-10.0,0.0
37.5,35.0,0.60880108756515,-10.0,0.0
37.5,35.25,0.48363394898424,-10.0,2.5
37.5,35.5,0.24123592211793,-10.0,2.5
37.5,35.75,0.30760795478871,-10.0,2.5
37.5,36.0,0.39006286263435,-10.0,5.0
37.5,36.25,0.66380742285759,-12.5,5.0
37.5,36.5,0.36623500492274,-12.5,7.5
37.5,36.75,0.80356114366628,-12.5,10.0
37.5,37.0,0.058253144440136,-15.0,15.0
37.5,37.25,0.47599906545589,-17.5,20.0
37.5,37.5,0.48442283760127,-17.5,25.0
37.5,37.75,0.41949568616949,-20.0,30.0
37.5,38.0,0.20189190877045,-22.5,32.5
37.75,32.25,0.6530911526878,-32.5,-22.5
37.75,32.5,0.58834907620508,-27.5,-22.5
37.75,32.75,0.62974682751592,-25.0,-17.5
37.75,33.0,0.26667123903403,-22.5,-15.0
37.75,33.25,0.39090788938661,-20.0,-10.0
37.75,33.5,0.37584937330605,-17.5,-7.5
37.75,33.75,0.31610934815157,-17.5,-5.0
37.75,34.0,0.26266548381356,-15.0,-2.5
37.75,34.25,0.5841998354076,-15.0,-2.5
37.75,34.5,0.49316018232149,-12.5,0.0
37.75,34.75,0.50165177178474,-12.5,0.0
37.75,35.0,0.54267208379375,-12.5,2.5
37.75,35.25,0.33406350650847,-12.5,2.5
37.75,35.5,0.48107470961521,-12.5,2.5
37.75,35.75,0.60902666348369,-15.0,5.0
37.75,36.0,0.50427665556934,-15.0,5.0
37.75,36.25,0.37583601195639,-15.0,7.5
37.75,36.5,0.45897414455977,-17.5,10.0
37.75,36.75,0.6507392035287,-17.5,15.0
37.75,37.0,0.27507007775172,-20.0,17.5
37.75,37.25,0.4458880567028,-22.5,22.5
37.75,37.5,0.46862484910826,-22.5,27.5
37.75,37.75,0.36613333992014,-25.0,30.0
38.0,32.5,0.35508189125597,-35.0,-22.5
38.0,32.75,0.381462528989,-32.5,-20.0
38.0,33.0,0.63040532601565,-27.5,-17.5
38.0,33.25,0.54479530933293,-25.0,-12.5
38.0,33.5,0.61961616930612,-22.5,-10.0
38.0,33.75,0.62508721913469,-22.5,-7.5
38.0,34.0,0.50635270132809,-20.0,-5.0
38.0,34.25,0.39939431126505,-20.0,-2.5
38.0,34.5,0.45462708390898,-17.5,0.0
38.0,34.75,0.47677360587774,-17.5,0.0
38.0,35.0,0.27596091392485,-17.5,2.5
38.0,35.25,0.31919062493307,-17.5,2.5
38.0,35.5,0.38292881162618,-17.5,5.0
38.0,35.75,0.66790367032511,-17.5,5.0
38.0,36.0,0.39447959752858,-20.0,7.5
38.0,36.25,0.24536706313322,-20.0,10.0
38.0,36.5,0.56494471764984,-22.5,12.5
38.0,36.75,0.4958804795586,-22.5,17.5
38.0,37.0,0.43372966046259,-25.0,20.0
38.0,37.25,0.30309698191183,-27.5,25.0
38.0,37.5,0.68344664747711,-27.5,27.5
38.25,32.75,0.28876838896048,-37.5,-20.0
38.25,33.0,0.29547157760632,-35.0,-17.5
38.25,33.25,0.29247179630545,-32.5,-15.0
38.25,33.5,0.57589801154578,-30.0,-12.5
38.25,33.75,0.53948508648173,-27.5,-7.5
38.25,34.0,0.41288992246434,-27.5,-5.0
38.25,34.25,0.3446997096696,-25.0,-2.5
38.25,34.5,0.48121902117137,-25.0,0.0
38.25,34.75,0.55982989871562,-25.0,0.0
38.25,35.0,0.56747716637263,-25.0,2.5
38.25,35.25,0.72542592935443,-25.0,5.0
38.25,35.5,0.56113355824165,-25.0,5.0
38.25,35.75,0.13462858589664,-25.0,7.5
38.25,36.0,0.19878397518463,-25.0,10.0
38.25,36.25,0.45745358851563,-27.5,12.5
38.25,36.5,0.37021251072118,-27.5,15.0
38.25,36.75,0.46396452027639,-30.0,20.0
38.25,37.0,0.51930284225503,-30.0,22.5
38.25,37.25,0.30199954744118,-32.5,25.0
38.5,33.25,0.27755031296319,-40.0,-15.0
38.5,33.5,0.23798488838839,-37.5,-12.5
38.5,33.75,0.28804533584531,-35.0,-10.0
38.5,34.0,0.6282556903853,-32.5,-7.5
38.5,34.25,0.43728843524811,-32.5,-5.0
38.5,34.5,0.56549521844418,-32.5,-2.5
38.5,34.75,0.62969147331808,-30.0,0.0
38.5,35.0,0.3601111318572,-30.0,2.5
38.5,35.25,0.46633002392341,-30.0,5.0
38.5,35.5,0.57600801302809,-30.0,7.5
38.5,35.75,0.69242887685749,-32.5,10.0
38.5,36.0,0.57783213768772,-32.5,12.5
38.5,36.25,0.47797253164884,-32.5,15.0
38.5,36.5,0.31470617818325,-35.0,17.5
38.5,36.75,0.22509571980926,-35.0,20.0
38.75,33.75,0.15246347613834,-42.5,-10.0
38.75,34.0,0.38873254358253,-42.5,-7.5
38.75,34.25,0.46895246451799,-40.0,-5.0
38.75,34.5,0.16911892997131,-40.0,-2.5
38.75,34.75,0.31512391882603,-40.0,0.0
38.75,35.0,0.51138242066395,-40.0,2.5
38.75,35.25,0.56211695229715,-40.0,5.0
38.75,35.5,0.64944339037915,-40.0,7.5
38.75,35.75,0.51548153593084,-40.0,10.0
38.75,36.0,0.44919354663514,-40.0,12.5
38.75,36.25,0.57012266140673,-40.0,15.0
39.0,35.0,0.57719219608923,-45.0,2.5
