Ypos,Zpos,Scan_min,Sel_x_min,Sel_z_min
36.0,38.25,0.55325006359878,-2.5,27.5
36.0,38.5,0.3766033544029,-5.0,32.5
36.0,38.75,0.50003239943766,-7.5,30.0
36.25,31.25,0.59583064159471,-17.5,-22.5
36.25,31.5,0.45933100770009,-15.0,-30.0
36.25,31.75,0.30230268389495,-12.5,-27.5
36.25,32.0,0.53243079664427,-10.0,-22.5
36.25,32.25,0.65137359639528,-7.5,-17.5
36.25,32.5,0.71076524281474,-5.0,-15.0
36.25,32.75,0.1242939545023,-5.0,-10.0
36.25,33.0,0.52742544311259,-2.5,-7.5
36.25,33.25,0.22132525980173,-2.5,-5.0
36.25,33.5,0.37434680164446,-2.5,-2.5
36.25,33.75,0.75830175246406,-2.5,-2.5
36.25,34.0,0.5078527553148,0.0,0.0
36.25,34.25,0.3034592554585,0.0,0.0
36.25,34.5,0.11645536771864,0.0,0.0
36.25,34.75,0.091560236660363,0.0,0.0
36.25,35.0,0.13183460459103,0.0,0.0
36.25,35.25,0.23775938858593,0.0,0.0
36.25,35.5,0.29663940610915,0.0,0.0
36.25,35.75,0.3902136348785,0.0,0.0
36.25,36.0,0.41021376288294,0.0,0.0
36.25,36.25,0.64080200767896,0.0,0.0
36.25,36.5,0.64849813033735,-2.5,2.5
36.25,36.75,0.65329079958255,-2.5,2.5
